UrlId	Seed URL	Cost	Trial to success cost
1	https://www.ncu.edu.tw/events/showevent/eventid/9380	21	21
2	https://www.tam.gov.taipei/News_Content.aspx?n=794B17A953424610&sms=9D72E82EC16F3E64&s=E310EC676136BFC3	301	(Event Source Page was not found)
3	https://www.gov.taipei/News_Content.aspx?n=DB8DBA97CF926C87&sms=9D72E82EC16F3E64&s=CF452803E6562643	301	(Event Source Page was not found)
4	http://artist.nccu.edu.tw/ex1.html	301	(Event Source Page was not found)
5	http://careernthu.conf.asia/news.aspx?lang=cht&pid=5922	301	(Event Source Page was not found)
6	https://parklanes.com.tw/takewhatyouneed/	94	94
7	http://cpmat.org.tw/?p=6578	15	15
8	http://demo.wineacademy.tw/page/?b=62&cl=salon&fn=video&p=364	84	84
9	http://ewda.tw/modules/ewda_action/action.php?asn=4774	40	40
10	http://gpm.com.tw/index.php?do=news&pid=0&id=89	301	(Event Source Page was not found)
11	http://ice.net.tw/news_view.php?sn=1824	14	14
